2024-05-06 18:09:42 CPU Usage: 20.6% | Memory Usage: 22.79% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
2024-05-06 18:51:06 CPU Usage: 63.9% | Memory Usage: 25.79% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.49%     220.4MiB / 1GiB       21.53%    43.6MB / 57MB     0B / 9.02MB     39
893a597ee7e4   tripmanagementquery   0.75%     267.3MiB / 1GiB       26.10%    24.3MB / 8.53MB   0B / 8.92MB     59
a590ec851b1e   calculationservice    0.27%     7.754MiB / 1GiB       0.76%     26.6MB / 32.7MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     81.81%    366.3MiB / 1GiB       35.77%    34.7GB / 166MB    0B / 78.9MB     53
542de0862de7   gmapsadapter          0.46%     72.08MiB / 1GiB       7.04%     17.1MB / 12.4MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.08%     11.88MiB / 1GiB       1.16%     8.64MB / 1.67MB   0B / 0B         6
9bc901cb6181   userservice           0.13%     1.515GiB / 2GiB       75.73%    165kB / 175kB     0B / 6.8MB      40
4b76beba0bca   logstash              0.64%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.06MB     39
9d48986e2e38   kibana                4.11%     481.9MiB / 1GiB       47.06%    5.26MB / 21.5MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.17%     727MiB / 2GiB         35.50%    17MB / 1.17MB     0B / 7.24MB     18
8e05f3f7005f   elasticsearch         1.05%     1.438GiB / 2GiB       71.88%    21.4MB / 5.13MB   0B / 14.5MB     88
8c8b2a42cbcb   mongo                 9.11%     74.79MiB / 1GiB       7.30%     142MB / 34.6GB    41kB / 95.8MB   23
7cac5634af4e   rabbitmq              2.40%     102MiB / 512MiB       19.93%    51.6MB / 51.2MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.95%     848.5MiB / 1GiB       82.86%    571kB / 477kB     0B / 3.46MB     63 | Load Average:  2.00, 1.95, 2.16 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.763/1.921/2.114/0.151 Avg:ms Max:
2024-05-06 18:51:14 CPU Usage: 64.7% | Memory Usage: 25.79% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.63%     220.4MiB / 1GiB       21.53%    43.6MB / 57MB     0B / 9.05MB     39
893a597ee7e4   tripmanagementquery   0.85%     267.3MiB / 1GiB       26.10%    24.3MB / 8.54MB   0B / 8.93MB     59
a590ec851b1e   calculationservice    0.36%     7.516MiB / 1GiB       0.73%     26.6MB / 32.7MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     82.38%    359.3MiB / 1GiB       35.08%    34.8GB / 167MB    0B / 78.9MB     53
542de0862de7   gmapsadapter          0.20%     71.64MiB / 1GiB       7.00%     17.1MB / 12.4MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.10%     11.88MiB / 1GiB       1.16%     8.65MB / 1.67MB   0B / 0B         6
9bc901cb6181   userservice           0.13%     1.515GiB / 2GiB       75.73%    165kB / 175kB     0B / 6.81MB     40
4b76beba0bca   logstash              0.43%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.07MB     39
9d48986e2e38   kibana                3.90%     481.9MiB / 1GiB       47.06%    5.27MB / 21.5MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.23%     727MiB / 2GiB         35.50%    17MB / 1.17MB     0B / 7.27MB     18
8e05f3f7005f   elasticsearch         0.50%     1.438GiB / 2GiB       71.88%    21.5MB / 5.13MB   0B / 14.5MB     88
8c8b2a42cbcb   mongo                 10.73%    74.66MiB / 1GiB       7.29%     142MB / 34.8GB    41kB / 95.9MB   23
7cac5634af4e   rabbitmq              1.45%     102MiB / 512MiB       19.93%    51.7MB / 51.2MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.07%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.13%     848.5MiB / 1GiB       82.86%    572kB / 478kB     0B / 3.48MB     63 | Load Average:  1.92, 1.94, 2.15 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.731/1.833/1.978/0.083 Avg:ms Max:
2024-05-06 18:51:22 CPU Usage: 62.9% | Memory Usage: 25.79% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.54%     220.4MiB / 1GiB       21.53%    43.6MB / 57.1MB   0B / 9.08MB     39
893a597ee7e4   tripmanagementquery   0.66%     267.3MiB / 1GiB       26.10%    24.3MB / 8.55MB   0B / 8.96MB     59
a590ec851b1e   calculationservice    0.46%     7.516MiB / 1GiB       0.73%     26.6MB / 32.8MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     80.72%    359.4MiB / 1GiB       35.10%    35GB / 168MB      0B / 79MB       53
542de0862de7   gmapsadapter          0.18%     72.16MiB / 1GiB       7.05%     17.2MB / 12.4MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.10%     11.88MiB / 1GiB       1.16%     8.66MB / 1.67MB   0B / 0B         6
9bc901cb6181   userservice           0.10%     1.515GiB / 2GiB       75.73%    165kB / 175kB     0B / 6.82MB     40
4b76beba0bca   logstash              0.38%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.07MB     39
9d48986e2e38   kibana                3.41%     481.9MiB / 1GiB       47.06%    5.28MB / 21.6MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.22%     727MiB / 2GiB         35.50%    17MB / 1.17MB     0B / 7.29MB     18
8e05f3f7005f   elasticsearch         3.70%     1.438GiB / 2GiB       71.89%    21.5MB / 5.15MB   0B / 14.5MB     88
8c8b2a42cbcb   mongo                 9.45%     74.97MiB / 1GiB       7.32%     143MB / 35GB      41kB / 96.1MB   23
7cac5634af4e   rabbitmq              12.68%    102.5MiB / 512MiB     20.02%    51.7MB / 51.3MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.50%     848.5MiB / 1GiB       82.86%    573kB / 479kB     0B / 3.48MB     63 | Load Average:  2.01, 1.95, 2.16 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.611/1.757/1.907/0.101 Avg:ms Max:
2024-05-06 18:51:29 CPU Usage: 60% | Memory Usage: 25.83% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.44%     220.4MiB / 1GiB       21.53%    43.7MB / 57.1MB   0B / 9.1MB      39
893a597ee7e4   tripmanagementquery   0.62%     267.3MiB / 1GiB       26.10%    24.4MB / 8.55MB   0B / 8.97MB     59
a590ec851b1e   calculationservice    0.19%     7.5MiB / 1GiB         0.73%     26.7MB / 32.8MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     85.54%    359.3MiB / 1GiB       35.09%    35.1GB / 168MB    0B / 79.1MB     53
542de0862de7   gmapsadapter          0.14%     71.71MiB / 1GiB       7.00%     17.2MB / 12.4MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.07%     11.87MiB / 1GiB       1.16%     8.67MB / 1.67MB   0B / 0B         6
9bc901cb6181   userservice           0.12%     1.515GiB / 2GiB       75.73%    165kB / 175kB     0B / 6.84MB     40
4b76beba0bca   logstash              0.37%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.07MB     39
9d48986e2e38   kibana                2.65%     481.9MiB / 1GiB       47.06%    5.29MB / 21.6MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.23%     727MiB / 2GiB         35.50%    17.1MB / 1.18MB   0B / 7.32MB     18
8e05f3f7005f   elasticsearch         0.36%     1.438GiB / 2GiB       71.89%    21.6MB / 5.15MB   0B / 14.6MB     88
8c8b2a42cbcb   mongo                 6.65%     74.76MiB / 1GiB       7.30%     143MB / 35.1GB    41kB / 96.4MB   23
7cac5634af4e   rabbitmq              0.81%     102.5MiB / 512MiB     20.02%    51.8MB / 51.3MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.51%     848.5MiB / 1GiB       82.86%    573kB / 479kB     0B / 3.48MB     63 | Load Average:  1.93, 1.94, 2.15 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.480/1.750/2.023/0.233 Avg:ms Max:
2024-05-06 18:51:37 CPU Usage: 94.3% | Memory Usage: 25.85% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.54%     220.4MiB / 1GiB       21.53%    43.7MB / 57.1MB   0B / 9.13MB     39
893a597ee7e4   tripmanagementquery   0.74%     267.3MiB / 1GiB       26.10%    24.4MB / 8.56MB   0B / 9MB        59
a590ec851b1e   calculationservice    0.29%     7.516MiB / 1GiB       0.73%     26.7MB / 32.8MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     82.41%    364.1MiB / 1GiB       35.55%    35.3GB / 169MB    0B / 79.5MB     53
542de0862de7   gmapsadapter          0.19%     71.45MiB / 1GiB       6.98%     17.2MB / 12.4MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.09%     11.88MiB / 1GiB       1.16%     8.68MB / 1.67MB   0B / 0B         6
9bc901cb6181   userservice           0.11%     1.515GiB / 2GiB       75.73%    166kB / 176kB     0B / 6.85MB     40
4b76beba0bca   logstash              0.77%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.07MB     39
9d48986e2e38   kibana                2.91%     481.9MiB / 1GiB       47.06%    5.3MB / 21.7MB    0B / 8.19kB     12
169fc0d27e17   monitor               0.22%     727MiB / 2GiB         35.50%    17.1MB / 1.18MB   0B / 7.34MB     18
8e05f3f7005f   elasticsearch         0.74%     1.438GiB / 2GiB       71.90%    21.6MB / 5.16MB   0B / 14.6MB     89
8c8b2a42cbcb   mongo                 9.37%     74.8MiB / 1GiB        7.31%     144MB / 35.3GB    41kB / 96.6MB   23
7cac5634af4e   rabbitmq              1.40%     102.6MiB / 512MiB     20.04%    51.8MB / 51.4MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.59%     848.5MiB / 1GiB       82.86%    576kB / 482kB     0B / 3.48MB     63 | Load Average:  1.86, 1.92, 2.14 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.716/1.841/1.945/0.078 Avg:ms Max:
2024-05-06 18:51:45 CPU Usage: 60% | Memory Usage: 25.81% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.48%     220.4MiB / 1GiB       21.53%    43.7MB / 57.2MB   0B / 9.15MB     39
893a597ee7e4   tripmanagementquery   0.88%     267.3MiB / 1GiB       26.10%    24.4MB / 8.57MB   0B / 9.01MB     59
a590ec851b1e   calculationservice    0.27%     7.5MiB / 1GiB         0.73%     26.7MB / 32.9MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     82.36%    359.9MiB / 1GiB       35.15%    35.5GB / 169MB    0B / 79.5MB     53
542de0862de7   gmapsadapter          0.13%     71.93MiB / 1GiB       7.02%     17.2MB / 12.5MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.09%     11.87MiB / 1GiB       1.16%     8.69MB / 1.68MB   0B / 0B         6
9bc901cb6181   userservice           0.12%     1.515GiB / 2GiB       75.73%    166kB / 176kB     0B / 6.87MB     40
4b76beba0bca   logstash              0.69%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.09MB     39
9d48986e2e38   kibana                3.38%     481.9MiB / 1GiB       47.06%    5.3MB / 21.7MB    0B / 8.19kB     12
169fc0d27e17   monitor               24.28%    727MiB / 2GiB         35.50%    17.1MB / 1.19MB   0B / 7.38MB     18
8e05f3f7005f   elasticsearch         1.10%     1.438GiB / 2GiB       71.90%    21.7MB / 5.17MB   0B / 14.6MB     89
8c8b2a42cbcb   mongo                 9.39%     74.75MiB / 1GiB       7.30%     144MB / 35.4GB    41kB / 96.7MB   23
7cac5634af4e   rabbitmq              0.61%     102MiB / 512MiB       19.93%    51.9MB / 51.5MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.07%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.87%     848.5MiB / 1GiB       82.86%    577kB / 483kB     0B / 3.5MB      63 | Load Average:  1.73, 1.89, 2.13 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.671/1.786/1.864/0.075 Avg:ms Max:
2024-05-06 18:51:53 CPU Usage: 60.6% | Memory Usage: 25.78% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.47%     220.4MiB / 1GiB       21.53%    43.7MB / 57.2MB   0B / 9.17MB     39
893a597ee7e4   tripmanagementquery   0.63%     267.3MiB / 1GiB       26.10%    24.4MB / 8.58MB   0B / 9.04MB     59
a590ec851b1e   calculationservice    0.23%     7.5MiB / 1GiB         0.73%     26.8MB / 32.9MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     74.53%    360MiB / 1GiB         35.15%    35.6GB / 170MB    0B / 79.5MB     53
542de0862de7   gmapsadapter          0.15%     71.48MiB / 1GiB       6.98%     17.2MB / 12.5MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.09%     11.87MiB / 1GiB       1.16%     8.7MB / 1.68MB    0B / 0B         6
9bc901cb6181   userservice           0.09%     1.515GiB / 2GiB       75.73%    166kB / 176kB     0B / 6.88MB     40
4b76beba0bca   logstash              0.68%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.09MB     39
9d48986e2e38   kibana                2.46%     481.9MiB / 1GiB       47.06%    5.31MB / 21.8MB   0B / 8.19kB     12
169fc0d27e17   monitor               2.93%     727MiB / 2GiB         35.50%    17.2MB / 1.19MB   0B / 7.4MB      18
8e05f3f7005f   elasticsearch         0.83%     1.438GiB / 2GiB       71.90%    21.7MB / 5.17MB   0B / 14.6MB     89
8c8b2a42cbcb   mongo                 7.33%     74.94MiB / 1GiB       7.32%     145MB / 35.6GB    41kB / 96.8MB   23
7cac5634af4e   rabbitmq              54.34%    102.2MiB / 512MiB     19.96%    51.9MB / 51.5MB   0B / 3.34MB     41
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.49%     848.5MiB / 1GiB       82.86%    579kB / 483kB     0B / 3.5MB      63 | Load Average:  1.83, 1.91, 2.14 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.513/1.831/2.017/0.199 Avg:ms Max:
2024-05-06 18:52:01 CPU Usage: 56.2% | Memory Usage: 25.78% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
58a77735eccd   edgeservice           0.53%     220.4MiB / 1GiB       21.53%    43.8MB / 57.3MB   0B / 9.18MB   39
893a597ee7e4   tripmanagementquery   0.65%     267.3MiB / 1GiB       26.10%    24.5MB / 8.58MB   0B / 9.06MB   59
a590ec851b1e   calculationservice    0.32%     7.5MiB / 1GiB         0.73%     26.8MB / 32.9MB   0B / 0B       7
ee7d2be91e49   tripmanagementcmd     83.23%    360.2MiB / 1GiB       35.17%    35.8GB / 170MB    0B / 79.5MB   53
542de0862de7   gmapsadapter          0.18%     72MiB / 1GiB          7.03%     17.2MB / 12.5MB   0B / 16.4kB   22
80cf21d912f2   notificationservice   0.07%     11.87MiB / 1GiB       1.16%     8.71MB / 1.68MB   0B / 0B       6
9bc901cb6181   userservice           0.14%     1.515GiB / 2GiB       75.73%    166kB / 176kB     0B / 6.9MB    40
4b76beba0bca   logstash              0.72%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.09MB   39
9d48986e2e38   kibana                3.43%     481.9MiB / 1GiB       47.06%    5.32MB / 21.8MB   0B / 8.19kB   12
169fc0d27e17   monitor               0.21%     727MiB / 2GiB         35.50%    17.2MB / 1.19MB   0B / 7.43MB   18
8e05f3f7005f   elasticsearch         0.47%     1.438GiB / 2GiB       71.90%    21.8MB / 5.19MB   0B / 14.6MB   89
8c8b2a42cbcb   mongo                 8.03%     75.08MiB / 1GiB       7.33%     145MB / 35.8GB    41kB / 97MB   23
7cac5634af4e   rabbitmq              1.79%     102.1MiB / 512MiB     19.94%    52MB / 51.6MB     0B / 3.34MB   40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB   37
bad4d64f3501   discoveryservice      0.86%     848.5MiB / 1GiB       82.86%    579kB / 484kB     0B / 3.5MB    63 | Load Average:  1.86, 1.91, 2.14 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.642/1.746/1.904/0.102 Avg:ms Max:
2024-05-06 18:52:09 CPU Usage: 56.2% | Memory Usage: 25.81% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.54%     220.4MiB / 1GiB       21.53%    43.8MB / 57.3MB   0B / 9.21MB     39
893a597ee7e4   tripmanagementquery   0.72%     267.3MiB / 1GiB       26.10%    24.5MB / 8.59MB   0B / 9.08MB     59
a590ec851b1e   calculationservice    0.27%     7.516MiB / 1GiB       0.73%     26.8MB / 33MB     0B / 0B         7
ee7d2be91e49   tripmanagementcmd     75.86%    360.3MiB / 1GiB       35.18%    35.9GB / 171MB    0B / 79.5MB     53
542de0862de7   gmapsadapter          0.17%     71.66MiB / 1GiB       7.00%     17.2MB / 12.5MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.09%     11.88MiB / 1GiB       1.16%     8.72MB / 1.68MB   0B / 0B         6
9bc901cb6181   userservice           0.10%     1.515GiB / 2GiB       75.73%    166kB / 177kB     0B / 6.91MB     40
4b76beba0bca   logstash              0.35%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.1MB      39
9d48986e2e38   kibana                2.92%     481.9MiB / 1GiB       47.06%    5.33MB / 21.9MB   0B / 8.19kB     12
169fc0d27e17   monitor               2.96%     727MiB / 2GiB         35.50%    17.2MB / 1.2MB    0B / 7.47MB     18
8e05f3f7005f   elasticsearch         1.00%     1.438GiB / 2GiB       71.90%    21.8MB / 5.19MB   0B / 14.7MB     89
8c8b2a42cbcb   mongo                 9.13%     75.12MiB / 1GiB       7.34%     146MB / 35.9GB    41kB / 97.1MB   23
7cac5634af4e   rabbitmq              1.78%     102.6MiB / 512MiB     20.03%    52.1MB / 51.6MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.42%     848.5MiB / 1GiB       82.86%    582kB / 487kB     0B / 3.5MB      63 | Load Average:  1.88, 1.92, 2.13 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.465/1.737/2.031/0.238 Avg:ms Max:
2024-05-06 18:52:16 CPU Usage: 58.8% | Memory Usage: 25.82% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.51%     220.4MiB / 1GiB       21.53%    43.8MB / 57.4MB   0B / 9.22MB     39
893a597ee7e4   tripmanagementquery   0.66%     267.3MiB / 1GiB       26.10%    24.5MB / 8.6MB    0B / 9.11MB     59
a590ec851b1e   calculationservice    0.20%     7.5MiB / 1GiB         0.73%     26.9MB / 33MB     0B / 0B         7
ee7d2be91e49   tripmanagementcmd     82.38%    360.2MiB / 1GiB       35.18%    36.1GB / 171MB    0B / 79.6MB     53
542de0862de7   gmapsadapter          0.12%     72.14MiB / 1GiB       7.05%     17.2MB / 12.5MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.06%     11.87MiB / 1GiB       1.16%     8.73MB / 1.68MB   0B / 0B         6
9bc901cb6181   userservice           0.11%     1.515GiB / 2GiB       75.73%    166kB / 177kB     0B / 6.93MB     40
4b76beba0bca   logstash              0.35%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.1MB      39
9d48986e2e38   kibana                3.11%     481.9MiB / 1GiB       47.06%    5.33MB / 21.9MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.21%     727.2MiB / 2GiB       35.51%    17.3MB / 1.2MB    0B / 7.49MB     18
8e05f3f7005f   elasticsearch         0.61%     1.438GiB / 2GiB       71.90%    21.9MB / 5.2MB    0B / 14.7MB     89
8c8b2a42cbcb   mongo                 8.69%     75.24MiB / 1GiB       7.35%     146MB / 36.1GB    41kB / 97.3MB   23
7cac5634af4e   rabbitmq              1.92%     102.6MiB / 512MiB     20.03%    52.1MB / 51.7MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.52%     848.5MiB / 1GiB       82.86%    583kB / 487kB     0B / 3.52MB     63 | Load Average:  1.81, 1.90, 2.13 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.543/1.788/1.930/0.140 Avg:ms Max:
2024-05-06 18:52:24 CPU Usage: 53.1% | Memory Usage: 25.79% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.49%     220.4MiB / 1GiB       21.53%    43.8MB / 57.4MB   0B / 9.25MB     39
893a597ee7e4   tripmanagementquery   0.66%     267.3MiB / 1GiB       26.10%    24.5MB / 8.61MB   0B / 9.13MB     59
a590ec851b1e   calculationservice    0.19%     7.5MiB / 1GiB         0.73%     26.9MB / 33.1MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     82.23%    360.2MiB / 1GiB       35.18%    36.3GB / 172MB    0B / 80MB       53
542de0862de7   gmapsadapter          0.11%     71.7MiB / 1GiB        7.00%     17.3MB / 12.5MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.05%     12.01MiB / 1GiB       1.17%     8.74MB / 1.68MB   0B / 0B         6
9bc901cb6181   userservice           0.10%     1.515GiB / 2GiB       75.73%    166kB / 177kB     0B / 6.94MB     40
4b76beba0bca   logstash              0.37%     767.7MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.1MB      39
9d48986e2e38   kibana                3.50%     481.9MiB / 1GiB       47.06%    5.36MB / 22MB     0B / 8.19kB     12
169fc0d27e17   monitor               1.96%     727.2MiB / 2GiB       35.51%    17.3MB / 1.21MB   0B / 7.52MB     18
8e05f3f7005f   elasticsearch         1.94%     1.438GiB / 2GiB       71.92%    22MB / 5.22MB     0B / 14.8MB     89
8c8b2a42cbcb   mongo                 7.68%     74.97MiB / 1GiB       7.32%     147MB / 36.2GB    41kB / 97.6MB   23
7cac5634af4e   rabbitmq              0.82%     102.6MiB / 512MiB     20.04%    52.2MB / 51.8MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.53%     848.5MiB / 1GiB       82.86%    584kB / 488kB     0B / 3.52MB     63 | Load Average:  1.68, 1.87, 2.12 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.561/1.856/2.206/0.223 Avg:ms Max:
2024-05-06 18:52:32 CPU Usage: 56.2% | Memory Usage: 25.77% | I/O Usage (read write): 3.40 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.01%     220.4MiB / 1GiB       21.53%    43.9MB / 57.4MB   0B / 9.28MB     39
893a597ee7e4   tripmanagementquery   0.74%     267.3MiB / 1GiB       26.10%    24.6MB / 8.61MB   0B / 9.15MB     59
a590ec851b1e   calculationservice    0.44%     7.52MiB / 1GiB        0.73%     26.9MB / 33.1MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     81.20%    360.4MiB / 1GiB       35.19%    36.4GB / 172MB    0B / 80MB       53
542de0862de7   gmapsadapter          0.12%     72.19MiB / 1GiB       7.05%     17.3MB / 12.5MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.08%     12.02MiB / 1GiB       1.17%     8.75MB / 1.69MB   0B / 0B         6
9bc901cb6181   userservice           0.14%     1.515GiB / 2GiB       75.73%    166kB / 177kB     0B / 6.96MB     40
4b76beba0bca   logstash              0.84%     767.9MiB / 31.34GiB   2.39%     12.2kB / 2.6kB    0B / 3.1MB      40
9d48986e2e38   kibana                2.96%     481.9MiB / 1GiB       47.06%    5.37MB / 22.1MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.20%     727.2MiB / 2GiB       35.51%    17.4MB / 1.21MB   0B / 7.54MB     18
8e05f3f7005f   elasticsearch         0.70%     1.438GiB / 2GiB       71.91%    22MB / 5.23MB     0B / 14.8MB     88
8c8b2a42cbcb   mongo                 8.24%     75.24MiB / 1GiB       7.35%     147MB / 36.4GB    41kB / 97.7MB   23
7cac5634af4e   rabbitmq              2.39%     102.6MiB / 512MiB     20.04%    52.2MB / 51.8MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.04%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.10%     848.5MiB / 1GiB       82.86%    585kB / 488kB     0B / 3.52MB     63 | Load Average:  1.79, 1.89, 2.12 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.40 Write:8.90 | Network Latency: Min:1.515/1.785/2.066/0.181 Avg:ms Max:
