2024-05-06 18:09:42 CPU Usage: 20.6% | Memory Usage: 22.79% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
9bc901cb6181   userservice           0.11%     1.47GiB / 2GiB        73.50%    86.9kB / 80kB     0B / 3.28MB     40
4b76beba0bca   logstash              1.98%     528.3MiB / 31.34GiB   1.65%     11.5kB / 2.6kB    0B / 1.59MB     40
9d48986e2e38   kibana                2.80%     478.8MiB / 1GiB       46.76%    3.05MB / 9.33MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.26%     611.7MiB / 2GiB       29.87%    6.69MB / 291kB    0B / 3.34MB     18
8e05f3f7005f   elasticsearch         0.59%     1.426GiB / 2GiB       71.30%    9.32MB / 2.96MB   0B / 7.05MB     89
8c8b2a42cbcb   mongo                 11.59%    66.68MiB / 1GiB       6.51%     36MB / 3.06GB     41kB / 46.9MB   23
7cac5634af4e   rabbitmq              2.20%     101.2MiB / 512MiB     19.76%    34.5MB / 32.4MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.50%     845.1MiB / 1GiB       82.53%    243kB / 213kB     0B / 1.54MB     63 | Load Average:  4.19, 3.29, 2.61 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.464/1.667/1.966/0.192 Avg:ms Max:
2024-05-06 18:21:48 CPU Usage: 78.8% | Memory Usage: 24.40% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.55%     220.3MiB / 1GiB       21.51%    35.9MB / 44.3MB   0B / 3.45MB     39
893a597ee7e4   tripmanagementquery   2.15%     267.4MiB / 1GiB       26.12%    16.2MB / 6.29MB   0B / 3.9MB      59
a590ec851b1e   calculationservice    0.50%     7.422MiB / 1GiB       0.72%     16.8MB / 21.7MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     65.83%    321MiB / 1GiB         31.35%    3.17GB / 48MB     0B / 53.7MB     53
542de0862de7   gmapsadapter          0.50%     70.01MiB / 1GiB       6.84%     13.4MB / 8.95MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.21%     11.2MiB / 1GiB        1.09%     5.65MB / 1.15MB   0B / 0B         6
9bc901cb6181   userservice           0.13%     1.47GiB / 2GiB        73.50%    86.9kB / 80kB     0B / 3.29MB     40
4b76beba0bca   logstash              1.31%     529.7MiB / 31.34GiB   1.65%     11.5kB / 2.6kB    0B / 1.59MB     40
9d48986e2e38   kibana                3.39%     478.8MiB / 1GiB       46.76%    3.06MB / 9.39MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.38%     612.3MiB / 2GiB       29.90%    6.76MB / 295kB    0B / 3.34MB     18
8e05f3f7005f   elasticsearch         0.58%     1.426GiB / 2GiB       71.30%    9.38MB / 2.97MB   0B / 7.08MB     89
8c8b2a42cbcb   mongo                 12.58%    66.89MiB / 1GiB       6.53%     36.4MB / 3.16GB   41kB / 47.2MB   23
7cac5634af4e   rabbitmq              2.56%     101.3MiB / 512MiB     19.79%    34.6MB / 32.5MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.17%     845.1MiB / 1GiB       82.53%    245kB / 214kB     0B / 1.54MB     63 | Load Average:  4.24, 3.33, 2.63 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.534/1.756/2.039/0.170 Avg:ms Max:
2024-05-06 18:21:56 CPU Usage: 81.2% | Memory Usage: 24.42% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.95%     220.3MiB / 1GiB       21.51%    35.9MB / 44.4MB   0B / 3.49MB     39
893a597ee7e4   tripmanagementquery   1.92%     267.4MiB / 1GiB       26.12%    16.3MB / 6.3MB    0B / 3.92MB     59
a590ec851b1e   calculationservice    0.36%     7.422MiB / 1GiB       0.72%     16.9MB / 21.7MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     57.85%    321.2MiB / 1GiB       31.36%    3.28GB / 48.5MB   0B / 53.7MB     53
542de0862de7   gmapsadapter          0.32%     70.15MiB / 1GiB       6.85%     13.4MB / 8.97MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.16%     11.2MiB / 1GiB        1.09%     5.67MB / 1.16MB   0B / 0B         6
9bc901cb6181   userservice           0.14%     1.47GiB / 2GiB        73.50%    86.9kB / 80kB     0B / 3.3MB      40
4b76beba0bca   logstash              1.29%     530.7MiB / 31.34GiB   1.65%     11.5kB / 2.6kB    0B / 1.61MB     40
9d48986e2e38   kibana                5.05%     478.9MiB / 1GiB       46.77%    3.08MB / 9.46MB   0B / 8.19kB     12
169fc0d27e17   monitor               2.69%     612.9MiB / 2GiB       29.93%    6.83MB / 299kB    0B / 3.36MB     18
8e05f3f7005f   elasticsearch         3.30%     1.426GiB / 2GiB       71.31%    9.45MB / 2.99MB   0B / 7.14MB     89
8c8b2a42cbcb   mongo                 10.28%    66.68MiB / 1GiB       6.51%     36.8MB / 3.27GB   41kB / 47.5MB   23
7cac5634af4e   rabbitmq              15.59%    101MiB / 512MiB       19.73%    34.7MB / 32.7MB   0B / 3.34MB     41
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.57%     846.3MiB / 1GiB       82.65%    245kB / 214kB     0B / 1.56MB     63 | Load Average:  4.06, 3.30, 2.62 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.471/1.820/2.273/0.262 Avg:ms Max:
2024-05-06 18:22:04 CPU Usage: 75.8% | Memory Usage: 24.41% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.17%     220.3MiB / 1GiB       21.51%    36MB / 44.5MB     0B / 3.52MB     39
893a597ee7e4   tripmanagementquery   2.52%     267.4MiB / 1GiB       26.12%    16.3MB / 6.32MB   0B / 3.95MB     59
a590ec851b1e   calculationservice    0.52%     7.418MiB / 1GiB       0.72%     16.9MB / 21.8MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     65.36%    321.5MiB / 1GiB       31.40%    3.38GB / 49MB     0B / 53.7MB     53
542de0862de7   gmapsadapter          0.41%     70.26MiB / 1GiB       6.86%     13.4MB / 9MB      0B / 16.4kB     22
80cf21d912f2   notificationservice   0.16%     11.2MiB / 1GiB        1.09%     5.69MB / 1.16MB   0B / 0B         6
9bc901cb6181   userservice           0.15%     1.47GiB / 2GiB        73.52%    87.6kB / 81.1kB   0B / 3.32MB     40
4b76beba0bca   logstash              0.61%     531.9MiB / 31.34GiB   1.66%     11.5kB / 2.6kB    0B / 1.61MB     40
9d48986e2e38   kibana                3.33%     479.1MiB / 1GiB       46.78%    3.1MB / 9.52MB    0B / 8.19kB     12
169fc0d27e17   monitor               0.29%     613.7MiB / 2GiB       29.97%    6.89MB / 302kB    0B / 3.36MB     18
8e05f3f7005f   elasticsearch         2.67%     1.426GiB / 2GiB       71.32%    9.51MB / 3.01MB   0B / 7.18MB     89
8c8b2a42cbcb   mongo                 12.23%    67MiB / 1GiB          6.54%     37.3MB / 3.38GB   41kB / 47.8MB   23
7cac5634af4e   rabbitmq              3.58%     100.9MiB / 512MiB     19.70%    34.8MB / 32.8MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.90%     845.6MiB / 1GiB       82.58%    248kB / 216kB     0B / 1.56MB     63 | Load Average:  3.74, 3.26, 2.62 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.548/1.803/2.035/0.198 Avg:ms Max:
2024-05-06 18:22:12 CPU Usage: 77.1% | Memory Usage: 24.36% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.03%     220.3MiB / 1GiB     21.51%    36MB / 44.5MB     0B / 3.53MB     39
893a597ee7e4   tripmanagementquery   2.30%     267.5MiB / 1GiB     26.12%    16.4MB / 6.33MB   0B / 3.96MB     59
a590ec851b1e   calculationservice    0.49%     7.418MiB / 1GiB     0.72%     17MB / 21.9MB     0B / 0B         6
ee7d2be91e49   tripmanagementcmd     56.56%    321.7MiB / 1GiB     31.42%    3.49GB / 49.5MB   0B / 53.7MB     53
542de0862de7   gmapsadapter          0.37%     70.52MiB / 1GiB     6.89%     13.5MB / 9.02MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.17%     11.2MiB / 1GiB      1.09%     5.71MB / 1.16MB   0B / 0B         6
9bc901cb6181   userservice           0.11%     1.47GiB / 2GiB      73.52%    87.6kB / 81.1kB   0B / 3.35MB     40
4b76beba0bca   logstash              1.28%     533MiB / 31.34GiB   1.66%     11.5kB / 2.6kB    0B / 1.61MB     40
9d48986e2e38   kibana                3.84%     479.1MiB / 1GiB     46.78%    3.11MB / 9.58MB   0B / 8.19kB     12
169fc0d27e17   monitor               3.23%     614.6MiB / 2GiB     30.01%    6.96MB / 306kB    0B / 3.36MB     18
8e05f3f7005f   elasticsearch         1.78%     1.427GiB / 2GiB     71.33%    9.57MB / 3.02MB   0B / 7.19MB     89
8c8b2a42cbcb   mongo                 11.81%    66.96MiB / 1GiB     6.54%     37.7MB / 3.48GB   41kB / 48.1MB   23
7cac5634af4e   rabbitmq              2.22%     100.9MiB / 512MiB   19.70%    35MB / 32.9MB     0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB     17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.35%     845.6MiB / 1GiB     82.58%    250kB / 218kB     0B / 1.56MB     63 | Load Average:  3.61, 3.25, 2.62 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.608/1.916/2.287/0.275 Avg:ms Max:
2024-05-06 18:22:20 CPU Usage: 82.4% | Memory Usage: 24.38% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.91%     220.3MiB / 1GiB       21.51%    36.1MB / 44.6MB   0B / 3.57MB     39
893a597ee7e4   tripmanagementquery   5.98%     267.5MiB / 1GiB       26.12%    16.4MB / 6.35MB   0B / 4MB        59
a590ec851b1e   calculationservice    0.49%     7.484MiB / 1GiB       0.73%     17MB / 22MB       0B / 0B         6
ee7d2be91e49   tripmanagementcmd     67.20%    321.7MiB / 1GiB       31.41%    3.6GB / 50MB      0B / 54.3MB     53
542de0862de7   gmapsadapter          0.31%     70.6MiB / 1GiB        6.89%     13.5MB / 9.05MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.17%     11.21MiB / 1GiB       1.09%     5.74MB / 1.17MB   0B / 0B         6
9bc901cb6181   userservice           0.13%     1.47GiB / 2GiB        73.52%    87.6kB / 81.1kB   0B / 3.36MB     40
4b76beba0bca   logstash              0.47%     534.2MiB / 31.34GiB   1.66%     11.5kB / 2.6kB    0B / 1.61MB     40
9d48986e2e38   kibana                3.48%     479.1MiB / 1GiB       46.78%    3.12MB / 9.62MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.28%     615.4MiB / 2GiB       30.05%    7.03MB / 310kB    0B / 3.36MB     18
8e05f3f7005f   elasticsearch         1.48%     1.427GiB / 2GiB       71.33%    9.63MB / 3.03MB   0B / 7.39MB     89
8c8b2a42cbcb   mongo                 10.10%    66.82MiB / 1GiB       6.53%     38.1MB / 3.58GB   41kB / 48.3MB   23
7cac5634af4e   rabbitmq              6.27%     101.2MiB / 512MiB     19.76%    35.1MB / 33MB     0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.52%     845.6MiB / 1GiB       82.58%    251kB / 219kB     0B / 1.56MB     63 | Load Average:  3.56, 3.25, 2.62 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.657/1.924/2.137/0.169 Avg:ms Max:
2024-05-06 18:22:28 CPU Usage: 80.6% | Memory Usage: 24.45% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.12%     220.3MiB / 1GiB       21.51%    36.1MB / 44.7MB   0B / 3.58MB     39
893a597ee7e4   tripmanagementquery   1.76%     267.5MiB / 1GiB       26.12%    16.5MB / 6.37MB   0B / 4.01MB     59
a590ec851b1e   calculationservice    0.54%     7.691MiB / 1GiB       0.75%     17.1MB / 22.1MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     66.69%    322.5MiB / 1GiB       31.49%    3.71GB / 50.6MB   0B / 54.3MB     53
542de0862de7   gmapsadapter          0.36%     70.7MiB / 1GiB        6.90%     13.5MB / 9.07MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.15%     11.21MiB / 1GiB       1.09%     5.76MB / 1.17MB   0B / 0B         6
9bc901cb6181   userservice           0.10%     1.47GiB / 2GiB        73.52%    87.6kB / 81.1kB   0B / 3.38MB     40
4b76beba0bca   logstash              1.00%     535.5MiB / 31.34GiB   1.67%     11.5kB / 2.6kB    0B / 1.63MB     40
9d48986e2e38   kibana                2.90%     479.1MiB / 1GiB       46.78%    3.13MB / 9.68MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.31%     616.3MiB / 2GiB       30.09%    7.1MB / 314kB     0B / 3.38MB     18
8e05f3f7005f   elasticsearch         0.48%     1.427GiB / 2GiB       71.33%    9.67MB / 3.04MB   0B / 7.39MB     89
8c8b2a42cbcb   mongo                 11.71%    66.93MiB / 1GiB       6.54%     38.5MB / 3.7GB    41kB / 48.9MB   23
7cac5634af4e   rabbitmq              2.23%     101.3MiB / 512MiB     19.78%    35.2MB / 33.2MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.45%     845.6MiB / 1GiB       82.58%    251kB / 219kB     0B / 1.59MB     63 | Load Average:  4.01, 3.35, 2.67 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.420/1.708/2.010/0.226 Avg:ms Max:
2024-05-06 18:22:36 CPU Usage: 90.9% | Memory Usage: 24.42% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.05%     220.3MiB / 1GiB       21.51%    36.2MB / 44.8MB   0B / 3.62MB     39
893a597ee7e4   tripmanagementquery   2.42%     267.5MiB / 1GiB       26.12%    16.5MB / 6.38MB   0B / 4.05MB     59
a590ec851b1e   calculationservice    0.51%     7.73MiB / 1GiB        0.75%     17.2MB / 22.1MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     72.32%    322.4MiB / 1GiB       31.49%    3.81GB / 51MB     0B / 54.3MB     53
542de0862de7   gmapsadapter          0.76%     70.87MiB / 1GiB       6.92%     13.5MB / 9.1MB    0B / 16.4kB     22
80cf21d912f2   notificationservice   0.16%     11.21MiB / 1GiB       1.09%     5.78MB / 1.18MB   0B / 0B         6
9bc901cb6181   userservice           0.23%     1.47GiB / 2GiB        73.52%    88kB / 82kB       0B / 3.39MB     40
4b76beba0bca   logstash              0.76%     536.4MiB / 31.34GiB   1.67%     11.5kB / 2.6kB    0B / 1.63MB     40
9d48986e2e38   kibana                3.43%     479.1MiB / 1GiB       46.78%    3.13MB / 9.72MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.26%     617.1MiB / 2GiB       30.13%    7.17MB / 318kB    0B / 3.38MB     18
8e05f3f7005f   elasticsearch         2.02%     1.427GiB / 2GiB       71.33%    9.73MB / 3.04MB   0B / 7.39MB     88
8c8b2a42cbcb   mongo                 12.20%    67.12MiB / 1GiB       6.55%     38.9MB / 3.81GB   41kB / 49.2MB   23
7cac5634af4e   rabbitmq              2.32%     101.3MiB / 512MiB     19.79%    35.3MB / 33.3MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.07%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.41%     845.6MiB / 1GiB       82.58%    254kB / 222kB     0B / 1.59MB     63 | Load Average:  3.77, 3.31, 2.66 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.271/1.724/2.191/0.376 Avg:ms Max:
2024-05-06 18:22:44 CPU Usage: 91.4% | Memory Usage: 24.44% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.96%     220.3MiB / 1GiB       21.52%    36.2MB / 44.9MB   0B / 3.63MB     39
893a597ee7e4   tripmanagementquery   1.60%     266MiB / 1GiB         25.98%    16.6MB / 6.39MB   0B / 4.06MB     59
a590ec851b1e   calculationservice    0.50%     7.715MiB / 1GiB       0.75%     17.2MB / 22.2MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     68.70%    322.5MiB / 1GiB       31.50%    3.91GB / 51.5MB   0B / 54.3MB     53
542de0862de7   gmapsadapter          0.98%     70.88MiB / 1GiB       6.92%     13.6MB / 9.12MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.14%     11.2MiB / 1GiB        1.09%     5.79MB / 1.18MB   0B / 0B         6
9bc901cb6181   userservice           0.11%     1.47GiB / 2GiB        73.52%    88.1kB / 82.1kB   0B / 3.42MB     40
4b76beba0bca   logstash              1.31%     537.8MiB / 31.34GiB   1.68%     11.5kB / 2.6kB    0B / 1.63MB     40
9d48986e2e38   kibana                3.45%     479.1MiB / 1GiB       46.78%    3.14MB / 9.78MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.35%     618MiB / 2GiB         30.17%    7.23MB / 322kB    0B / 3.38MB     18
8e05f3f7005f   elasticsearch         0.57%     1.427GiB / 2GiB       71.33%    9.77MB / 3.05MB   0B / 7.39MB     88
8c8b2a42cbcb   mongo                 11.14%    67.16MiB / 1GiB       6.56%     39.3MB / 3.91GB   41kB / 49.4MB   23
7cac5634af4e   rabbitmq              1.70%     101.3MiB / 512MiB     19.79%    35.4MB / 33.4MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.61%     845.6MiB / 1GiB       82.58%    255kB / 223kB     0B / 1.59MB     63 | Load Average:  3.49, 3.27, 2.65 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.557/1.774/2.090/0.206 Avg:ms Max:
2024-05-06 18:22:52 CPU Usage: 71.4% | Memory Usage: 24.41% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.91%     220.3MiB / 1GiB       21.52%    36.3MB / 45MB     0B / 3.67MB     39
893a597ee7e4   tripmanagementquery   1.59%     266MiB / 1GiB         25.98%    16.6MB / 6.41MB   0B / 4.1MB      59
a590ec851b1e   calculationservice    0.44%     7.73MiB / 1GiB        0.75%     17.3MB / 22.3MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     62.73%    323.2MiB / 1GiB       31.56%    4.03GB / 52MB     0B / 55MB       53
542de0862de7   gmapsadapter          0.40%     69.97MiB / 1GiB       6.83%     13.6MB / 9.14MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.14%     11.21MiB / 1GiB       1.09%     5.82MB / 1.18MB   0B / 0B         6
9bc901cb6181   userservice           0.18%     1.47GiB / 2GiB        73.52%    88.1kB / 82.1kB   0B / 3.43MB     40
4b76beba0bca   logstash              1.58%     538.9MiB / 31.34GiB   1.68%     11.5kB / 2.6kB    0B / 1.63MB     41
9d48986e2e38   kibana                3.24%     479.1MiB / 1GiB       46.78%    3.15MB / 9.84MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.29%     618.7MiB / 2GiB       30.21%    7.29MB / 326kB    0B / 3.38MB     18
8e05f3f7005f   elasticsearch         1.09%     1.427GiB / 2GiB       71.33%    9.83MB / 3.06MB   0B / 7.42MB     88
8c8b2a42cbcb   mongo                 10.49%    67.25MiB / 1GiB       6.57%     39.7MB / 4.02GB   41kB / 49.7MB   23
7cac5634af4e   rabbitmq              47.52%    101.6MiB / 512MiB     19.83%    35.5MB / 33.5MB   0B / 3.34MB     41
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.41%     845.6MiB / 1GiB       82.58%    257kB / 224kB     0B / 1.59MB     63 | Load Average:  3.34, 3.24, 2.65 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.462/1.771/2.027/0.219 Avg:ms Max:
2024-05-06 18:23:00 CPU Usage: 79.4% | Memory Usage: 24.44% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
58a77735eccd   edgeservice           0.85%     220.3MiB / 1GiB       21.52%    36.3MB / 45.1MB   0B / 3.68MB   39
893a597ee7e4   tripmanagementquery   1.96%     266.1MiB / 1GiB       25.98%    16.7MB / 6.42MB   0B / 4.11MB   59
a590ec851b1e   calculationservice    0.46%     7.422MiB / 1GiB       0.72%     17.4MB / 22.3MB   0B / 0B       6
ee7d2be91e49   tripmanagementcmd     67.84%    323.6MiB / 1GiB       31.60%    4.14GB / 52.5MB   0B / 55MB     53
542de0862de7   gmapsadapter          0.37%     70.03MiB / 1GiB       6.84%     13.6MB / 9.16MB   0B / 16.4kB   22
80cf21d912f2   notificationservice   0.13%     11.21MiB / 1GiB       1.09%     5.84MB / 1.19MB   0B / 0B       6
9bc901cb6181   userservice           0.12%     1.47GiB / 2GiB        73.52%    88.1kB / 82.1kB   0B / 3.45MB   40
4b76beba0bca   logstash              0.41%     540.1MiB / 31.34GiB   1.68%     11.5kB / 2.6kB    0B / 1.64MB   41
9d48986e2e38   kibana                3.52%     479.2MiB / 1GiB       46.79%    3.17MB / 9.91MB   0B / 8.19kB   12
169fc0d27e17   monitor               0.26%     619.6MiB / 2GiB       30.25%    7.36MB / 330kB    0B / 3.4MB    18
8e05f3f7005f   elasticsearch         1.06%     1.427GiB / 2GiB       71.34%    9.9MB / 3.08MB    0B / 7.48MB   88
8c8b2a42cbcb   mongo                 10.58%    67.29MiB / 1GiB       6.57%     40.2MB / 4.13GB   41kB / 50MB   23
7cac5634af4e   rabbitmq              2.98%     100.7MiB / 512MiB     19.66%    35.7MB / 33.6MB   0B / 3.34MB   40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB   37
bad4d64f3501   discoveryservice      0.53%     845.6MiB / 1GiB       82.58%    257kB / 224kB     0B / 1.61MB   63 | Load Average:  3.15, 3.21, 2.64 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.576/1.743/1.968/0.130 Avg:ms Max:
2024-05-06 18:23:08 CPU Usage: 77.1% | Memory Usage: 24.41% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.12%     220.3MiB / 1GiB       21.52%    36.4MB / 45.1MB   0B / 3.72MB     39
893a597ee7e4   tripmanagementquery   2.02%     266.2MiB / 1GiB       25.99%    16.7MB / 6.44MB   0B / 4.15MB     59
a590ec851b1e   calculationservice    0.44%     7.422MiB / 1GiB       0.72%     17.4MB / 22.4MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     68.44%    323.4MiB / 1GiB       31.58%    4.25GB / 53MB     0B / 55MB       53
542de0862de7   gmapsadapter          0.40%     70.27MiB / 1GiB       6.86%     13.6MB / 9.19MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.20%     11.21MiB / 1GiB       1.09%     5.86MB / 1.19MB   0B / 0B         6
9bc901cb6181   userservice           0.10%     1.471GiB / 2GiB       73.53%    88.6kB / 83.2kB   0B / 3.46MB     40
4b76beba0bca   logstash              0.48%     541.1MiB / 31.34GiB   1.69%     11.5kB / 2.6kB    0B / 1.64MB     41
9d48986e2e38   kibana                3.01%     479.2MiB / 1GiB       46.79%    3.18MB / 9.95MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.26%     620.5MiB / 2GiB       30.30%    7.43MB / 334kB    0B / 3.4MB      18
8e05f3f7005f   elasticsearch         1.36%     1.427GiB / 2GiB       71.34%    9.94MB / 3.09MB   0B / 7.49MB     88
8c8b2a42cbcb   mongo                 11.83%    67.32MiB / 1GiB       6.57%     40.6MB / 4.25GB   41kB / 50.2MB   23
7cac5634af4e   rabbitmq              1.98%     100.9MiB / 512MiB     19.70%    35.8MB / 33.8MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.04%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.05%     845.6MiB / 1GiB       82.58%    260kB / 227kB     0B / 1.61MB     63 | Load Average:  2.82, 3.13, 2.62 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.764/1.894/1.988/0.080 Avg:ms Max:
2024-05-06 18:23:16 CPU Usage: 80.6% | Memory Usage: 24.44% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.95%     220.3MiB / 1GiB       21.52%    36.4MB / 45.2MB   0B / 3.73MB     39
893a597ee7e4   tripmanagementquery   1.59%     266.1MiB / 1GiB       25.99%    16.8MB / 6.45MB   0B / 4.18MB     59
a590ec851b1e   calculationservice    0.54%     7.422MiB / 1GiB       0.72%     17.5MB / 22.5MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     69.93%    323.5MiB / 1GiB       31.59%    4.36GB / 53.6MB   0B / 55.6MB     53
542de0862de7   gmapsadapter          0.30%     70.3MiB / 1GiB        6.87%     13.7MB / 9.21MB   0B / 16.4kB     22
